规则编号,适用方向,依据字段,匹配方式,关键词,排除关键词,对手名称含,一级标签,二级标签,三级标签,优先级,备注
R5635,支出,摘要或备注,包含,药械,,,经营类,主营业务,采购支出,710,词库
R5636,支出,摘要或备注,包含,坐圈,,,经营类,主营业务,采购支出,710,词库
R5637,支出,摘要或备注,包含,橡筋,,,经营类,主营业务,采购支出,710,词库
R5638,支出,摘要或备注,包含,现款,,,经营类,主营业务,采购支出,710,词库
R5639,支出,摘要或备注,包含,改模,,,经营类,主营业务,采购支出,710,词库
R5640,支出,摘要或备注,包含,废品,,,经营类,主营业务,采购支出,710,词库
R5641,支出,摘要或备注,包含,评估款,,,经营类,主营业务,采购支出,710,词库
R5642,支出,摘要或备注,包含,滤袋,,,经营类,主营业务,采购支出,710,词库
R5643,支出,摘要或备注,包含,楦头,,,经营类,主营业务,采购支出,710,词库
R5644,支出,摘要或备注,包含,货品,,,经营类,主营业务,采购支出,710,词库
R5645,支出,摘要或备注,包含,成品,,,经营类,主营业务,采购支出,710,词库
R5646,支出,摘要或备注,包含,色样,,,经营类,主营业务,采购支出,710,词库
R5647,支出,摘要或备注,包含,木轴,,,经营类,主营业务,采购支出,710,词库
R5648,支出,摘要或备注,包含,工帽,,,经营类,主营业务,采购支出,710,词库
R5649,支出,摘要或备注,包含,阻剂,,,经营类,主营业务,采购支出,710,词库
R5650,支出,摘要或备注,包含,样件,,,经营类,主营业务,采购支出,710,词库
R5651,支出,摘要或备注,包含,晶业款,,,经营类,主营业务,采购支出,710,词库
R5652,支出,摘要或备注,包含,校准款,,,经营类,主营业务,采购支出,710,词库
R5653,支出,摘要或备注,包含,展会,,,经营类,主营业务,采购支出,710,词库
R5654,支出,摘要或备注,包含,电芯,,,经营类,主营业务,采购支出,710,词库
R5655,支出,摘要或备注,包含,手办,,,经营类,主营业务,采购支出,710,词库
R5656,支出,摘要或备注,包含,水杯,,,经营类,主营业务,采购支出,710,词库
R5657,支出,摘要或备注,包含,光缆,,,经营类,主营业务,采购支出,710,词库
R5658,支出,摘要或备注,包含,西瓜,,,经营类,主营业务,采购支出,710,词库
R5659,支出,摘要或备注,包含,麦片,,,经营类,主营业务,采购支出,710,词库
R5660,支出,摘要或备注,包含,开模,,,经营类,主营业务,采购支出,710,词库
R5661,支出,摘要或备注,包含,冷库,,,经营类,主营业务,采购支出,710,词库
R5662,支出,摘要或备注,包含,耳线,,,经营类,主营业务,采购支出,710,词库
R5663,支出,摘要或备注,包含,夏装,,,经营类,主营业务,采购支出,710,词库
R5664,支出,摘要或备注,包含,冬装,,,经营类,主营业务,采购支出,710,词库
R5665,支出,摘要或备注,包含,春装,,,经营类,主营业务,采购支出,710,词库
R5666,支出,摘要或备注,包含,秋装,,,经营类,主营业务,采购支出,710,词库
R5667,支出,摘要或备注,包含,管路款,,,经营类,主营业务,采购支出,710,词库
R5668,支出,摘要或备注,包含,织带,,,经营类,主营业务,采购支出,710,词库
R5669,支出,摘要或备注,包含,台泥款,,,经营类,主营业务,采购支出,710,词库
R5670,支出,摘要或备注,包含,美工费,,,经营类,主营业务,采购支出,710,词库
R5671,支出,摘要或备注,包含,封条,,,经营类,主营业务,采购支出,710,词库
R5672,支出,摘要或备注,包含,娱乐费,,,经营类,主营业务,采购支出,710,词库
R5673,支出,摘要或备注,包含,调研费,,,经营类,主营业务,采购支出,710,词库
R5674,支出,摘要或备注,包含,软体费,,,经营类,主营业务,采购支出,710,词库
R5675,支出,摘要或备注,包含,外委费,,,经营类,主营业务,采购支出,710,词库
R5676,支出,摘要或备注,包含,重验费,,,经营类,主营业务,采购支出,710,词库
R5677,支出,摘要或备注,包含,修船费,,,经营类,主营业务,采购支出,710,词库
R5678,支出,摘要或备注,包含,助工费,,,经营类,主营业务,采购支出,710,词库
R5679,支出,摘要或备注,包含,票务费,,,经营类,主营业务,采购支出,710,词库
R5680,支出,摘要或备注,包含,到港费,,,经营类,主营业务,采购支出,710,词库
R5681,支出,摘要或备注,包含,柜台费,,,经营类,主营业务,采购支出,710,词库
R5682,支出,摘要或备注,包含,挑选费,,,经营类,主营业务,采购支出,710,词库
R5683,支出,摘要或备注,包含,零食,,,经营类,主营业务,采购支出,710,词库
R5684,支出,摘要或备注,包含,桶,,,经营类,主营业务,采购支出,710,词库
R5685,支出,摘要或备注,包含,提布,,,经营类,主营业务,采购支出,710,词库
R5686,支出,摘要或备注,包含,检检费,,,经营类,主营业务,采购支出,710,词库
R5687,支出,摘要或备注,包含,开捆费,,,经营类,主营业务,采购支出,710,词库
R5688,支出,摘要或备注,包含,题单费,,,经营类,主营业务,采购支出,710,词库
R5689,支出,摘要或备注,包含,联欢费,,,经营类,主营业务,采购支出,710,词库
R5690,支出,摘要或备注,包含,商险,,,经营类,主营业务,采购支出,710,词库
R5691,支出,摘要或备注,包含,外校费,,,经营类,主营业务,采购支出,710,词库
R5692,支出,摘要或备注,包含,仓存,,,经营类,主营业务,采购支出,710,词库
R5693,支出,摘要或备注,包含,存储费,,,经营类,主营业务,采购支出,710,词库
R5694,支出,摘要或备注,包含,重工费,,,经营类,主营业务,采购支出,710,词库
R5695,支出,摘要或备注,包含,仓库,,,经营类,主营业务,采购支出,710,词库
R5696,支出,摘要或备注,包含,组装,,,经营类,主营业务,采购支出,710,词库
R5697,支出,摘要或备注,包含,修订,,,经营类,主营业务,采购支出,710,词库
R5698,支出,摘要或备注,包含,贴片,,,经营类,主营业务,采购支出,710,词库
R5699,支出,摘要或备注,包含,线盘,,,经营类,主营业务,采购支出,710,词库
R5700,支出,摘要或备注,包含,签章,,,经营类,主营业务,采购支出,710,词库
R5701,支出,摘要或备注,包含,摸具,,,经营类,主营业务,采购支出,710,词库
R5702,支出,摘要或备注,包含,尾牙,,,经营类,主营业务,采购支出,710,词库
R5703,支出,摘要或备注,包含,试制,,,经营类,主营业务,采购支出,710,词库
R5704,支出,摘要或备注,包含,保环费,,,经营类,主营业务,采购支出,710,词库
R5705,支出,摘要或备注,包含,洒费,,,经营类,主营业务,采购支出,710,词库
R5706,支出,摘要或备注,包含,危废,,,经营类,主营业务,采购支出,710,词库
R5707,支出,摘要或备注,包含,薄膜,,,经营类,主营业务,采购支出,710,词库
R5708,支出,摘要或备注,包含,文艺,,,经营类,主营业务,采购支出,710,词库
R5709,支出,摘要或备注,包含,气缸,,,经营类,主营业务,采购支出,710,词库
R5710,支出,摘要或备注,包含,移装费,,,经营类,主营业务,采购支出,710,词库
R5711,支出,摘要或备注,包含,制用费,,,经营类,主营业务,采购支出,710,词库
R5712,支出,摘要或备注,包含,除虫,,,经营类,主营业务,采购支出,710,词库
R5713,支出,摘要或备注,包含,信宿,,,经营类,主营业务,采购支出,710,词库
R5714,支出,摘要或备注,包含,编程,,,经营类,主营业务,采购支出,710,词库
R5715,支出,摘要或备注,包含,演讲费,,,经营类,主营业务,采购支出,710,词库
R5716,支出,摘要或备注,包含,续签费,,,经营类,主营业务,采购支出,710,词库
R5717,支出,摘要或备注,包含,脱氧剂,,,经营类,主营业务,采购支出,710,词库
R5718,支出,摘要或备注,包含,以纯,,,经营类,主营业务,采购支出,710,词库
R5719,支出,摘要或备注,包含,玩具,,,经营类,主营业务,采购支出,710,词库
R5720,支出,摘要或备注,包含,网关,,,经营类,主营业务,采购支出,710,词库
R5721,支出,摘要或备注,包含,保鲜剂,,,经营类,主营业务,采购支出,710,词库
R5722,支出,摘要或备注,包含,会籍卡,,,经营类,主营业务,采购支出,710,词库
R5723,支出,摘要或备注,包含,燕麦片,,,经营类,主营业务,采购支出,710,词库
R5724,支出,摘要或备注,包含,购工费,,,经营类,主营业务,采购支出,710,词库
R5725,支出,摘要或备注,包含,订单全款,,,经营类,主营业务,采购支出,710,词库
R5726,支出,摘要或备注,包含,铜芯,,,经营类,主营业务,采购支出,710,词库
R5727,支出,摘要或备注,包含,木门,,,经营类,主营业务,采购支出,710,词库
R5728,支出,摘要或备注,包含,乳化剂,,,经营类,主营业务,采购支出,710,词库
R5729,支出,摘要或备注,包含,拉铝,,,经营类,主营业务,采购支出,710,词库
R5730,支出,摘要或备注,包含,圆线,,,经营类,主营业务,采购支出,710,词库
R5731,支出,摘要或备注,包含,乘务包,,,经营类,主营业务,采购支出,710,词库
R5732,支出,摘要或备注,包含,控温,,,经营类,主营业务,采购支出,710,词库
R5733,支出,摘要或备注,包含,热泵,,,经营类,主营业务,采购支出,710,词库
R5734,支出,摘要或备注,包含,烘焙,,,经营类,主营业务,采购支出,710,词库
R5735,支出,摘要或备注,包含,单芯,,,经营类,主营业务,采购支出,710,词库
R5736,支出,摘要或备注,包含,毛皮,,,经营类,主营业务,采购支出,710,词库
R5737,支出,摘要或备注,包含,钢垫,,,经营类,主营业务,采购支出,710,词库
R5738,支出,摘要或备注,包含,零部件,,,经营类,主营业务,采购支出,710,词库
R5739,支出,摘要或备注,包含,扣子,,,经营类,主营业务,采购支出,710,词库
R5740,支出,摘要或备注,包含,超声模,,,经营类,主营业务,采购支出,710,词库
R5741,支出,摘要或备注,包含,过滤袋,,,经营类,主营业务,采购支出,710,词库
R5742,支出,摘要或备注,包含,天线,,,经营类,主营业务,采购支出,710,词库
R5743,支出,摘要或备注,包含,外壳,,,经营类,主营业务,采购支出,710,词库
R5744,支出,摘要或备注,包含,锁款,,,经营类,主营业务,采购支出,710,词库
R5745,支出,摘要或备注,包含,连接线,,,经营类,主营业务,采购支出,710,词库
R5746,支出,摘要或备注,包含,絮凝装置,,,经营类,主营业务,采购支出,710,词库
R5747,支出,摘要或备注,包含,货物款,,,经营类,主营业务,采购支出,710,词库
R5748,支出,摘要或备注,包含,体温枪,,,经营类,主营业务,采购支出,710,词库
R5749,支出,摘要或备注,包含,粮食,,,经营类,主营业务,采购支出,710,词库
R5750,支出,摘要或备注,包含,晚宴,,,经营类,主营业务,采购支出,710,词库
R5751,支出,摘要或备注,包含,金蝶云,,,经营类,主营业务,采购支出,710,词库
R5752,支出,摘要或备注,包含,醋酸,,,经营类,主营业务,采购支出,710,词库
R5753,支出,摘要或备注,包含,门框,,,经营类,主营业务,采购支出,710,词库
R5754,支出,摘要或备注,包含,超声波,,,经营类,主营业务,采购支出,710,词库
R5755,支出,摘要或备注,包含,建造款,,,经营类,主营业务,采购支出,710,词库
R5756,支出,摘要或备注,包含,刀库,,,经营类,主营业务,采购支出,710,词库
R5757,支出,摘要或备注,包含,糖酒,,,经营类,主营业务,采购支出,710,词库
R5758,支出,摘要或备注,包含,保护膜,,,经营类,主营业务,采购支出,710,词库
R5759,支出,摘要或备注,包含,防治白蚁,,,经营类,主营业务,采购支出,710,词库
R5760,支出,摘要或备注,包含,白蚁,,,经营类,主营业务,采购支出,710,词库
R5761,支出,摘要或备注,包含,粉磷,,,经营类,主营业务,采购支出,710,词库
R5762,支出,摘要或备注,包含,酸酯,,,经营类,主营业务,采购支出,710,词库
R5763,支出,摘要或备注,包含,袋款,,,经营类,主营业务,采购支出,710,词库
R5764,支出,摘要或备注,包含,灼热丝,,,经营类,主营业务,采购支出,710,词库
R5765,支出,摘要或备注,包含,膨松剂,,,经营类,主营业务,采购支出,710,词库
R5766,支出,摘要或备注,包含,环境治理,,,经营类,主营业务,采购支出,710,词库
R5767,支出,摘要或备注,包含,空间卫士,,,经营类,主营业务,采购支出,710,词库
R5768,支出,摘要或备注,包含,流水线,,,经营类,主营业务,采购支出,710,词库
R5769,支出,摘要或备注,包含,货物全款,,,经营类,主营业务,采购支出,710,词库
R5770,支出,摘要或备注,包含,白蜡木,,,经营类,主营业务,采购支出,710,词库
R5771,支出,摘要或备注,包含,纽扣,,,经营类,主营业务,采购支出,710,词库
R5772,支出,摘要或备注,包含,钢垫片,,,经营类,主营业务,采购支出,710,词库
R5773,支出,摘要或备注,包含,螺旋叶片,,,经营类,主营业务,采购支出,710,词库
R5774,支出,摘要或备注,包含,防伪标,,,经营类,主营业务,采购支出,710,词库
R5775,支出,摘要或备注,包含,输送线,,,经营类,主营业务,采购支出,710,词库
R5776,支出,摘要或备注,包含,荷重仪,,,经营类,主营业务,采购支出,710,词库
R5777,支出,摘要或备注,包含,动锡膏,,,经营类,主营业务,采购支出,710,词库
R5778,支出,摘要或备注,包含,耳带,,,经营类,主营业务,采购支出,710,词库
R5779,支出,摘要或备注,包含,还原剂,,,经营类,主营业务,采购支出,710,词库
R5780,支出,摘要或备注,包含,电子秤,,,经营类,主营业务,采购支出,710,词库
R5781,支出,摘要或备注,包含,冬款,,,经营类,主营业务,采购支出,710,词库
R5782,支出,摘要或备注,包含,春款,,,经营类,主营业务,采购支出,710,词库
R5783,支出,摘要或备注,包含,夏款,,,经营类,主营业务,采购支出,710,词库
R5784,支出,摘要或备注,包含,秋款,,,经营类,主营业务,采购支出,710,词库
R5785,支出,摘要或备注,包含,向阀座,,,经营类,主营业务,采购支出,710,词库
R5786,支出,摘要或备注,包含,硅酸铭,,,经营类,主营业务,采购支出,710,词库
R5787,支出,摘要或备注,包含,测定仪,,,经营类,主营业务,采购支出,710,词库
R5788,支出,摘要或备注,包含,背带,,,经营类,主营业务,采购支出,710,词库
R5789,支出,摘要或备注,包含,丈巾,,,经营类,主营业务,采购支出,710,词库
R5790,支出,摘要或备注,包含,病毒,,,经营类,主营业务,采购支出,710,词库
R5791,支出,摘要或备注,包含,救灾,,,经营类,主营业务,采购支出,710,词库
R5792,支出,摘要或备注,包含,制造款,,,经营类,主营业务,采购支出,710,词库
R5793,支出,摘要或备注,包含,活性炭,,,经营类,主营业务,采购支出,710,词库
R5794,支出,摘要或备注,包含,口鼻罩,,,经营类,主营业务,采购支出,710,词库
R5795,支出,摘要或备注,包含,环保袋,,,经营类,主营业务,采购支出,710,词库
R5796,支出,摘要或备注,包含,推杆,,,经营类,主营业务,采购支出,710,词库
R5797,支出,摘要或备注,包含,拉丝模,,,经营类,主营业务,采购支出,710,词库
R5798,支出,摘要或备注,包含,水池,,,经营类,主营业务,采购支出,710,词库
R5799,支出,摘要或备注,包含,保安服,,,经营类,主营业务,采购支出,710,词库
R5800,支出,摘要或备注,包含,店铺入驻,,,经营类,主营业务,采购支出,710,词库
R5801,支出,摘要或备注,包含,传送带,,,经营类,主营业务,采购支出,710,词库
R5802,支出,摘要或备注,包含,检桩,,,经营类,主营业务,采购支出,710,词库
R5803,支出,摘要或备注,包含,功放,,,经营类,主营业务,采购支出,710,词库
R5804,支出,摘要或备注,包含,修磨,,,经营类,主营业务,采购支出,710,词库
R5805,支出,摘要或备注,包含,展示费,,,经营类,主营业务,采购支出,710,词库
R5806,支出,摘要或备注,包含,入住费,,,经营类,主营业务,采购支出,710,词库
R5807,支出,摘要或备注,包含,租船,,,经营类,主营业务,采购支出,710,词库
R5808,支出,摘要或备注,包含,小组聚费,,,经营类,主营业务,采购支出,710,词库
R5809,支出,摘要或备注,包含,认检费,,,经营类,主营业务,采购支出,710,词库
R5810,支出,摘要或备注,包含,工检费,,,经营类,主营业务,采购支出,710,词库
R5811,支出,摘要或备注,包含,研发经费,,,经营类,主营业务,采购支出,710,词库
R5812,支出,摘要或备注,包含,电子签章,,,经营类,主营业务,采购支出,710,词库
R5813,支出,摘要或备注,包含,公仔,,,经营类,主营业务,采购支出,710,词库
R5814,支出,摘要或备注,包含,除老鼠,,,经营类,主营业务,采购支出,710,词库
R5815,支出,摘要或备注,包含,热熔标线,,,经营类,主营业务,采购支出,710,词库
R5816,支出,摘要或备注,包含,拖船,,,经营类,主营业务,采购支出,710,词库
R5817,支出,摘要或备注,包含,素材费,,,经营类,主营业务,采购支出,710,词库
R5818,支出,摘要或备注,包含,品牌费,,,经营类,主营业务,采购支出,710,词库
R5819,支出,摘要或备注,包含,部门经费,,,经营类,主营业务,采购支出,710,词库
R5820,支出,摘要或备注,包含,授权官费,,,经营类,主营业务,采购支出,710,词库
R5821,支出,摘要或备注,包含,组装费,,,经营类,主营业务,采购支出,710,词库
R5822,支出,摘要或备注,包含,实验室费,,,经营类,主营业务,采购支出,710,词库
R5823,支出,摘要或备注,包含,租仓,,,经营类,主营业务,采购支出,710,词库
R5824,支出,摘要或备注,包含,饭费,,,经营类,主营业务,采购支出,710,词库
R5825,支出,摘要或备注,包含,雨棚,,,经营类,主营业务,采购支出,710,词库
R5826,支出,摘要或备注,包含,固废费,,,经营类,主营业务,采购支出,710,词库
R5827,支出,摘要或备注,包含,活动组织,,,经营类,主营业务,采购支出,710,词库
R5828,支出,摘要或备注,包含,酒品,,,经营类,主营业务,采购支出,710,词库
R5829,支出,摘要或备注,包含,照相,,,经营类,主营业务,采购支出,710,词库
R5830,支出,摘要或备注,包含,装配劳服,,,经营类,主营业务,采购支出,710,词库
R5831,支出,摘要或备注,包含,出口费,,,经营类,主营业务,采购支出,710,词库
R5832,支出,摘要或备注,包含,钻勘费,,,经营类,主营业务,采购支出,710,词库
R5833,支出,摘要或备注,包含,量产费,,,经营类,主营业务,采购支出,710,词库
R5834,支出,摘要或备注,包含,培圳费,,,经营类,主营业务,采购支出,710,词库
R5835,支出,摘要或备注,包含,转轴,,,经营类,主营业务,采购支出,710,词库
R5836,支出,摘要或备注,包含,购住房,,,经营类,主营业务,采购支出,710,词库
R5837,支出,摘要或备注,包含,购酒,,,经营类,主营业务,采购支出,710,词库
R5838,支出,摘要或备注,包含,购房,,,经营类,主营业务,采购支出,710,词库
R5839,支出,摘要或备注,包含,购标书,,,经营类,主营业务,采购支出,710,词库
R5840,支出,摘要或备注,包含,沙款,,,经营类,主营业务,采购支出,710,词库
R5841,支出,摘要或备注,包含,药剂,,,经营类,主营业务,采购支出,710,词库
R5842,支出,摘要或备注,包含,钢圈,,,经营类,主营业务,采购支出,710,词库
R5843,支出,摘要或备注,包含,购买,,,经营类,主营业务,采购支出,710,词库
R5844,支出,摘要或备注,包含,购桩款,,,经营类,主营业务,采购支出,710,词库
R5845,支出,摘要或备注,包含,购米,,,经营类,主营业务,采购支出,710,词库
R5846,支出,摘要或备注,包含,铝棒,,,经营类,主营业务,采购支出,710,词库
R5847,支出,摘要或备注,包含,奶粉,,,经营类,主营业务,采购支出,710,词库
R5848,支出,摘要或备注,包含,焰火,,,经营类,主营业务,采购支出,710,词库
R5849,支出,摘要或备注,包含,波纹管,,,经营类,主营业务,采购支出,710,词库
R5850,支出,摘要或备注,包含,面条,,,经营类,主营业务,采购支出,710,词库
R5851,支出,摘要或备注,包含,食堂,,,经营类,主营业务,采购支出,710,词库
R5852,支出,摘要或备注,包含,买密钥,,,经营类,主营业务,采购支出,710,词库
R5853,支出,摘要或备注,包含,搭架款,,,经营类,主营业务,采购支出,710,词库
R5854,支出,摘要或备注,包含,整治,,,经营类,主营业务,采购支出,710,词库
R5855,支出,摘要或备注,包含,水渣款,,,经营类,主营业务,采购支出,710,词库
R5856,支出,摘要或备注,包含,买货,,,经营类,主营业务,采购支出,710,词库
R5857,支出,摘要或备注,包含,淋室款,,,经营类,主营业务,采购支出,710,词库
R5858,支出,摘要或备注,包含,文化衫,,,经营类,主营业务,采购支出,710,词库
R5859,支出,摘要或备注,包含,礼花弹,,,经营类,主营业务,采购支出,710,词库
R5860,支出,摘要或备注,包含,粉末款,,,经营类,主营业务,采购支出,710,词库
R5861,支出,摘要或备注,包含,铅款,,,经营类,主营业务,采购支出,710,词库
R5862,支出,摘要或备注,包含,钢带款,,,经营类,主营业务,采购支出,710,词库
R5863,支出,摘要或备注,包含,光源台款,,,经营类,主营业务,采购支出,710,词库
R5864,支出,摘要或备注,包含,多孔砖,,,经营类,主营业务,采购支出,710,词库
R5865,支出,摘要或备注,包含,防风罩,,,经营类,主营业务,采购支出,710,词库
R5866,支出,摘要或备注,包含,维理款,,,经营类,主营业务,采购支出,710,词库
R5867,支出,摘要或备注,包含,香肠,,,经营类,主营业务,采购支出,710,词库
R5868,支出,摘要或备注,包含,购买凭证,,,经营类,主营业务,采购支出,710,词库
R5869,支出,摘要或备注,包含,地质探头,,,经营类,主营业务,采购支出,710,词库
R5870,支出,摘要或备注,包含,膜体,,,经营类,主营业务,采购支出,710,词库
R5871,支出,摘要或备注,包含,变电站,,,经营类,主营业务,采购支出,710,词库
R5872,支出,摘要或备注,包含,木才,,,经营类,主营业务,采购支出,710,词库
R5873,支出,摘要或备注,包含,冻费,,,经营类,主营业务,采购支出,710,词库
R5874,支出,摘要或备注,包含,内陆费,,,经营类,主营业务,采购支出,710,词库
R5875,支出,摘要或备注,包含,招生费,,,经营类,主营业务,采购支出,710,词库
R5876,支出,摘要或备注,包含,测评费,,,经营类,主营业务,采购支出,710,词库
R5877,支出,摘要或备注,包含,切割费,,,经营类,主营业务,采购支出,710,词库
R5878,支出,摘要或备注,包含,门票,,,经营类,主营业务,采购支出,710,词库
R5879,支出,摘要或备注,包含,救援费,,,经营类,主营业务,采购支出,710,词库
R5880,支出,摘要或备注,包含,预算费,,,经营类,主营业务,采购支出,710,词库
R5881,支出,摘要或备注,包含,印务费,,,经营类,主营业务,采购支出,710,词库
R5882,支出,摘要或备注,包含,家装,,,经营类,主营业务,采购支出,710,词库
R5883,支出,摘要或备注,包含,起驳费,,,经营类,主营业务,采购支出,710,词库
R5884,支出,摘要或备注,包含,钻探费,,,经营类,主营业务,采购支出,710,词库
R5885,支出,摘要或备注,包含,调试费,,,经营类,主营业务,采购支出,710,词库
R5886,支出,摘要或备注,包含,月血费,,,经营类,主营业务,采购支出,710,词库
R5887,支出,摘要或备注,包含,收视费,,,经营类,主营业务,采购支出,710,词库
R5888,支出,摘要或备注,包含,喷塑费,,,经营类,主营业务,采购支出,710,词库
R5889,支出,摘要或备注,包含,寄递费,,,经营类,主营业务,采购支出,710,词库
R5890,支出,摘要或备注,包含,贴标费,,,经营类,主营业务,采购支出,710,词库
R5891,支出,摘要或备注,包含,分包费,,,经营类,主营业务,采购支出,710,词库
R5892,支出,摘要或备注,包含,子女费,,,经营类,主营业务,采购支出,710,词库
R5893,支出,摘要或备注,包含,辅费,,,经营类,主营业务,采购支出,710,词库
R5894,支出,摘要或备注,包含,手工费,,,经营类,主营业务,采购支出,710,词库
R5895,支出,摘要或备注,包含,送洗,,,经营类,主营业务,采购支出,710,词库
R5896,支出,摘要或备注,包含,担费,,,经营类,主营业务,采购支出,710,词库
R5897,支出,摘要或备注,包含,起航费,,,经营类,主营业务,采购支出,710,词库
R5898,支出,摘要或备注,包含,铺贴费,,,经营类,主营业务,采购支出,710,词库
R5899,支出,摘要或备注,包含,会场,,,经营类,主营业务,采购支出,710,词库
R5900,支出,摘要或备注,包含,委托费,,,经营类,主营业务,采购支出,710,词库
R5901,支出,摘要或备注,包含,工会,,,经营类,主营业务,采购支出,710,词库
R5902,支出,摘要或备注,包含,书杂,,,经营类,主营业务,采购支出,710,词库
R5903,支出,摘要或备注,包含,化妆,,,经营类,主营业务,采购支出,710,词库
R5904,支出,摘要或备注,包含,保障费,,,经营类,主营业务,采购支出,710,词库
R5905,支出,摘要或备注,包含,质保款,,,经营类,主营业务,采购支出,710,词库
R5906,支出,摘要或备注,包含,护栏,,,经营类,主营业务,采购支出,710,词库
R5907,支出,摘要或备注,包含,筛网,,,经营类,主营业务,采购支出,710,词库
R5908,支出,摘要或备注,包含,湘绣款,,,经营类,主营业务,采购支出,710,词库
R5909,支出,摘要或备注,包含,代销款,,,经营类,主营业务,采购支出,710,词库
R5910,支出,摘要或备注,包含,钢梁,,,经营类,主营业务,采购支出,710,词库
R5911,支出,摘要或备注,包含,焊丝,,,经营类,主营业务,采购支出,710,词库
R5912,支出,摘要或备注,包含,碱款,,,经营类,主营业务,采购支出,710,词库
R5913,支出,摘要或备注,包含,天泵款,,,经营类,主营业务,采购支出,710,词库
R5914,支出,摘要或备注,包含,苗款,,,经营类,主营业务,采购支出,710,词库
R5915,支出,摘要或备注,包含,工伤款,,,经营类,主营业务,采购支出,710,词库
R5916,支出,摘要或备注,包含,甲苯,,,经营类,主营业务,采购支出,710,词库
R5917,支出,摘要或备注,包含,草皮,,,经营类,主营业务,采购支出,710,词库
R5918,支出,摘要或备注,包含,相框,,,经营类,主营业务,采购支出,710,词库
R5919,支出,摘要或备注,包含,钾肥,,,经营类,主营业务,采购支出,710,词库
R5920,支出,摘要或备注,包含,球款,,,经营类,主营业务,采购支出,710,词库
R5921,支出,摘要或备注,包含,磁芯,,,经营类,主营业务,采购支出,710,词库
R5922,支出,摘要或备注,包含,秋冬款,,,经营类,主营业务,采购支出,710,词库
R5923,支出,摘要或备注,包含,工装款,,,经营类,主营业务,采购支出,710,词库
R5924,支出,摘要或备注,包含,线条款,,,经营类,主营业务,采购支出,710,词库
R5925,支出,摘要或备注,包含,标样款,,,经营类,主营业务,采购支出,710,词库
R5926,支出,摘要或备注,包含,煤炭,,,经营类,主营业务,采购支出,710,词库
R5927,支出,摘要或备注,包含,锣刀,,,经营类,主营业务,采购支出,710,词库
R5928,支出,摘要或备注,包含,段修款,,,经营类,主营业务,采购支出,710,词库
R5929,支出,摘要或备注,包含,焦炭,,,经营类,主营业务,采购支出,710,词库
R5930,支出,摘要或备注,包含,锯条,,,经营类,主营业务,采购支出,710,词库
R5931,支出,摘要或备注,包含,池壳,,,经营类,主营业务,采购支出,710,词库
R5932,支出,摘要或备注,包含,钢带,,,经营类,主营业务,采购支出,710,词库
R5933,支出,摘要或备注,包含,封头,,,经营类,主营业务,采购支出,710,词库
R5934,支出,摘要或备注,包含,效验款,,,经营类,主营业务,采购支出,710,词库
R5935,支出,摘要或备注,包含,拍摄,,,经营类,主营业务,采购支出,710,词库
R5936,支出,摘要或备注,包含,战马款,,,经营类,主营业务,采购支出,710,词库
R5937,支出,摘要或备注,包含,评审款,,,经营类,主营业务,采购支出,710,词库
R5938,支出,摘要或备注,包含,厂服款,,,经营类,主营业务,采购支出,710,词库
R5939,支出,摘要或备注,包含,标识款,,,经营类,主营业务,采购支出,710,词库
R5940,支出,摘要或备注,包含,釉沙款,,,经营类,主营业务,采购支出,710,词库
R5941,支出,摘要或备注,包含,像款,,,经营类,主营业务,采购支出,710,词库
R5942,支出,摘要或备注,包含,焊管,,,经营类,主营业务,采购支出,710,词库
R5943,支出,摘要或备注,包含,古牌款,,,经营类,主营业务,采购支出,710,词库
R5944,支出,摘要或备注,包含,泡沫款,,,经营类,主营业务,采购支出,710,词库
R5945,支出,摘要或备注,包含,招牌字,,,经营类,主营业务,采购支出,710,词库
R5946,支出,摘要或备注,包含,探头,,,经营类,主营业务,采购支出,710,词库
R5947,支出,摘要或备注,包含,体训费,,,经营类,主营业务,采购支出,710,词库
R5948,支出,摘要或备注,包含,活动经费,,,经营类,主营业务,采购支出,710,词库
R5949,支出,摘要或备注,包含,木托费,,,经营类,主营业务,采购支出,710,词库
R5950,支出,摘要或备注,包含,工作经费,,,经营类,主营业务,采购支出,710,词库
R5951,支出,摘要或备注,包含,个工费,,,经营类,主营业务,采购支出,710,词库
R5952,支出,摘要或备注,包含,表演,,,经营类,主营业务,采购支出,710,词库
R5953,支出,摘要或备注,包含,卸土,,,经营类,主营业务,采购支出,710,词库
R5954,支出,摘要或备注,包含,流转费,,,经营类,主营业务,采购支出,710,词库
R5955,支出,摘要或备注,包含,快件费,,,经营类,主营业务,采购支出,710,词库
R5956,支出,摘要或备注,包含,表计费,,,经营类,主营业务,采购支出,710,词库
R5957,支出,摘要或备注,包含,基地经费,,,经营类,主营业务,采购支出,710,词库
R5958,支出,摘要或备注,包含,整改费,,,经营类,主营业务,采购支出,710,词库
R5959,支出,摘要或备注,包含,运杂费,,,经营类,主营业务,采购支出,710,词库
R5960,支出,摘要或备注,包含,修复费,,,经营类,主营业务,采购支出,710,词库
R5961,支出,摘要或备注,包含,研究经费,,,经营类,主营业务,采购支出,710,词库
R5962,支出,摘要或备注,包含,工装费,,,经营类,主营业务,采购支出,710,词库
R5963,支出,摘要或备注,包含,接站费,,,经营类,主营业务,采购支出,710,词库
